movieId,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30
2023,3174,2268,5989,3252,16,8798,3386,858,4148,1625,55765,288,2455,2467,1466,1092,6016,6708,4975,1339,1690,32,4995,1059,1748,6,370,4262,40278,4720
2028,527,110,47,3578,7153,5952,318,1393,1097,5010,592,593,858,150,2194,3527,733,480,3147,3753,356,5989,10,1387,1610,2000,380,1259,5445,1
2054,586,500,7004,2470,2,2716,1485,1580,1270,141,2420,380,736,2012,2001,2640,788,442,2006,2987,364,455,2011,5459,2002,6333,1370,6863,2000,8371
2058,832,1608,2000,2278,2490,802,434,1610,4855,1805,2605,3826,2150,95,1396,161,196,70,1674,350,349,3256,5010,474,3301,1552,2353,2273,2541,2580
2076,3168,5673,1222,4848,55820,56782,1129,5902,410,1094,2746,37733,1258,2455,3608,141,1225,2916,4641,1391,5015,5992,541,1247,924,3911,370,288,55118,1214
2078,2087,596,1029,2085,1028,1022,594,2081,2018,1032,1035,2355,8917,3114,2949,150,2080,1907,1207,1747,2321,2947,30812,5444,2006,4246,5349,1073,595,5299
2080,1029,2085,1022,596,2087,594,158,2081,329,661,595,2078,2,2006,1028,455,48,2641,2018,316,355,5459,2054,6365,2000,2420,2470,1573,364,1223
2081,595,588,364,48,158,594,2087,1907,2355,2078,1022,3114,596,1028,5349,2080,4308,4246,2085,2,500,1035,919,1721,4896,2617,1911,783,3977,1
2085,2078,2080,2087,1029,1907,596,1367,2355,158,594,595,1028,2081,3751,1911,2294,1801,1608,1022,8917,2006,5459,377,316,1035,455,48,30749,2529,1485
2087,1032,2078,596,1022,1029,2085,2081,2018,1028,594,180,2080,595,1035,2355,1367,158,661,3988,48,1027,1962,1907,2,1207,783,2470,3301,2273,34150
2100,2407,4321,2001,539,4085,1961,339,1485,368,141,2406,1393,1962,1580,3039,1370,474,2000,1270,1092,1674,2470,2640,1307,2054,802,442,2006,1517,1376
2105,6979,2717,2278,1265,1968,1371,2641,1394,1747,2078,1079,349,2947,1148,592,2716,596,5989,2987,1274,2085,508,3753,45517,2193,2968,914,1953,4014,4489
2115,1291,2011,2000,1198,586,592,3793,2716,165,2006,1270,2001,1370,2012,5378,1544,1036,1210,33493,5349,1690,3033,3527,10,3753,32587,5459,1375,1722,2003
2124,410,3489,2716,368,3624,288,455,673,34048,435,485,6333,1275,3793,1644,1911,350,4105,2,158,3253,16,4720,8361,2701,3020,592,6863,736,1370
2144,11,1266,6863,3418,3510,3255,1968,3969,2918,1285,339,3994,1396,2248,8533,3555,1380,4489,4014,39,587,3448,5810,1721,3363,3210,832,349,899,2406
2150,4085,3247,2470,2947,2058,349,1376,1674,2407,4321,1371,2580,1911,2100,1287,4014,5299,3082,6947,500,5010,1580,1372,3175,4022,2791,2746,161,1961,1035
2160,1345,6350,1997,4641,3252,2599,4007,1258,64839,1387,55269,903,3535,750,6711,3000,235,2871,1333,1261,919,1982,1291,37729,4881,1673,111,31658,922,3499
2161,1967,2005,2003,455,2294,2081,2953,2947,2193,2087,3617,2174,2054,3033,3255,6333,6979,8636,2717,3863,5528,3967,661,2470,2716,6188,2431,8464,3624,4085
2167,5254,4270,2470,2617,3527,53996,95,442,1882,4855,1544,1215,1690,434,3300,8371,1573,4369,6754,2000,786,466,733,1370,196,1275,3702,316,2273,3623
2174,592,1270,2716,2291,1265,1073,500,1682,2003,2987,1193,2918,3996,2657,595,1391,2011,2640,2641,2268,2005,2997,3052,377,367,5349,5060,2858,1259,589
2193,6979,2021,2161,329,552,316,1779,1967,1259,3489,8368,2572,353,5219,172,40583,653,1372,2105,6188,40815,3255,553,3617,2581,2987,1027,2085,2005,1371
2194,2490,1393,2353,2000,5010,2001,2002,2268,1801,2028,1222,474,1291,1101,2640,3255,349,368,288,3753,350,733,2378,2006,592,553,2539,786,3527,1918
2231,5013,2268,1466,6708,5954,300,3535,3481,6979,4776,2987,40278,3578,2278,2571,235,4901,1653,27831,1645,1343,3863,5445,3176,4011,4002,3081,46723,4262,1036
2232,7360,3300,6537,4874,47,49278,1127,3527,52328,2021,1967,1347,59369,37729,1590,8644,2291,2916,4369,5902,1320,6953,1027,2712,1080,5679,3703,5219,1882,480
2248,7451,2804,8529,539,4246,1968,2424,2797,5377,4239,30793,8376,1569,1358,2916,2949,2144,6936,40819,50872,4306,8970,17,31685,30707,1307,527,34162,410,1721
2268,454,161,368,1466,1101,2000,1961,508,1610,2001,1962,1704,500,349,3252,1617,1393,648,474,3101,1370,3448,1092,2194,350,553,380,1278,356,832
2273,4701,3624,4718,3256,3785,5872,2706,2470,788,2420,1608,1215,2617,2000,196,2605,7325,4855,10,4270,145,3623,4085,5378,3948,4890,2167,53996,1485,1722
2278,6,1610,4148,832,3020,1552,16,4855,2490,1645,2058,4901,1784,3481,474,3555,53972,3147,2539,4776,1747,163,6323,46723,47610,2353,3176,1214,3301,4975
2288,3527,1258,1214,2916,165,750,1261,1208,2455,1206,1240,16,1590,2985,1201,2761,48774,1954,3174,36529,64839,593,4979,1200,434,442,293,1263,45722,1625
2291,2174,32587,551,1682,4370,2716,1059,38061,37729,253,34048,46578,3994,2858,81591,5989,592,3418,3081,1391,1527,2529,4571,6502,3996,5902,2115,44191,924,2987
2294,2355,5218,6957,2085,8807,8917,2161,3863,1907,4370,661,788,595,1544,2706,3977,8360,1371,2724,3793,8636,2006,2174,380,153,45499,4299,367,442,1391
2302,586,2321,1265,1027,349,3255,2268,344,587,1907,500,216,1302,440,367,317,474,5444,5528,3948,788,1485,1376,588,434,3617,1127,2470,6377,3114
2321,1682,2355,6218,5992,2501,6708,2078,1265,1907,1032,1059,3247,2424,3255,5299,3967,2302,1584,661,3911,4014,1193,3175,1073,1278,6947,1079,1653,3317,2150
2324,47099,1249,2858,2396,2908,1136,2692,4308,2542,1263,8970,1953,1094,1358,2336,527,30812,6016,6867,3949,37729,337,7323,4235,5015,356,1393,1680,1259,7147
2329,508,223,778,1089,4995,3949,318,4011,33794,2858,356,2692,16,593,1784,1358,7323,1961,150,3147,1259,2959,3101,293,8873,1242,3578,5669,2268,1278
2335,3617,673,6287,1777,8972,216,2378,2694,1485,104,45672,46970,31685,1544,1917,4701,4015,3717,4734,3869,5254,2431,4367,7325,7293,3868,4890,2273,788,6378
2336,2908,2396,50,1307,57669,1617,3418,2858,11,1259,1674,5266,25,5060,2599,1339,6942,1680,33166,2580,2700,110,858,73017,2762,5299,1393,48738,33794,1805
2353,4310,1608,2194,4018,4344,1801,2539,1393,8644,5872,3082,2572,1722,2763,349,786,2001,5010,780,1396,736,733,2605,377,3753,47610,1580,3555,832,6378
2355,3114,6377,2081,2294,4886,595,1,4306,2078,2321,788,34,1907,2085,2087,594,588,1097,596,1911,5218,150,1022,364,5349,1380,1580,8360,4246,6155
2378,30825,3617,1801,104,2335,4085,5254,49278,4270,788,145,7004,163,1092,2167,2706,3623,5219,216,1101,2431,1911,3869,355,4128,4148,6157,4718,2194,33679
2395,4979,3160,4641,5902,3911,2502,55269,1258,8784,1235,3481,778,4027,2599,555,3949,81591,4878,1276,4235,235,6711,1060,1172,37741,924,6807,8949,3556,1222
2396,357,2336,1393,919,4308,1059,595,2657,586,2081,1183,3418,736,1079,2324,40815,1225,2997,5218,3755,4896,2797,2541,4014,2572,2858,5060,3114,30812,1917
2406,11,539,339,1307,1961,2100,1262,4085,5989,1266,3448,10,2987,2407,3363,434,357,4361,4489,4321,3039,2699,3418,597,553,1962,1393,2797,1270,34
2407,2100,802,3255,1370,3510,5299,2797,2150,500,2406,4085,1374,3868,3408,1307,1580,2001,539,4321,1088,4489,1380,5989,380,2000,2716,2268,34,3254,355
2420,2640,1270,2470,2000,2011,4701,2641,1911,4321,1101,2001,1608,377,5349,2273,2054,586,95,2012,2,6365,786,2003,1580,4085,3793,1370,380,2617,500
2424,539,2671,1569,5377,150,4306,6936,1265,4246,1721,1485,4022,1035,4018,2321,597,6373,5299,440,1393,2248,2355,357,1682,4963,3408,8529,4239,8360,1022
2427,4148,36517,5673,216,3386,288,4979,1212,48738,1222,5956,1259,39183,3317,41997,3911,1953,4262,3006,4901,2502,6754,471,2353,3535,2599,6863,1909,300,4816
2431,802,34150,2,3409,1644,673,455,1544,6157,6287,2378,7454,2335,1911,30825,7445,5219,2717,736,3555,49278,2470,2420,7325,2694,4890,2268,8972,3717,1101
2455,2985,1375,370,3527,3868,1387,2890,2529,3386,435,1356,1690,1333,2916,5679,3448,53000,1252,2003,1214,457,924,2947,1372,2078,6936,2115,5060,3826,2288
2467,555,553,2529,1287,2640,2023,16,3252,3702,1645,4223,3101,3671,45186,288,1213,1214,2124,1129,1266,2420,2278,1722,4855,1801,1573,2641,292,2431,3147
2470,4085,2001,2167,2000,2420,3868,3527,2054,1962,1544,196,1270,2002,2273,1380,586,2706,788,410,370,4701,2716,1370,1580,1485,5254,2617,4270,1882,5378
2490,2194,3527,2002,368,832,3826,3863,474,4855,2278,1918,2001,4223,2058,1393,5528,2000,3717,349,3785,2353,2541,196,2167,4901,2028,3753,7445,2605,6323
2501,3108,2321,150,3317,913,6218,8873,3911,3148,4995,539,300,4034,3418,2336,1653,4027,2355,6863,47610,1682,5989,8784,5377,1584,1962,4128,30749,1262,6936
2502,8784,1060,2395,8376,1358,2000,68954,508,2174,2858,6373,1704,1197,1262,7438,99114,292,1213,4262,2959,4011,3101,592,33493,3617,8528,7090,1617,480,2571
2529,1375,1387,2985,1374,6502,1270,4855,2455,1372,1954,2640,1356,2716,1376,329,2011,2420,3703,1997,2000,2641,595,1267,1333,5060,2291,3081,10,1036,380
2539,2605,832,2916,2353,4344,3408,520,1393,1569,786,3252,1608,733,44199,2278,586,380,34319,3948,5378,357,673,1674,1552,4246,367,3052,2490,1485,2002
2541,1801,1805,1644,2605,2572,172,2490,4638,70,3535,2826,1544,2058,8644,4344,4369,4701,1059,2396,4128,3755,5219,1396,350,2278,2701,368,2194,474,7004
2542,4011,2692,40819,6016,3301,1259,778,4262,1223,1307,4002,1617,733,6,555,3275,2268,1278,368,1079,4720,7323,2858,31410,41997,1784,2000,1234,1527,63082
2571,6365,5952,2959,1580,2762,1210,589,1196,480,1291,377,4993,260,2858,3578,7153,4011,3793,4306,6539,33794,4963,2000,50872,7438,6874,733,648,5378,4896
2572,1367,2353,4447,673,2541,1801,4310,158,4025,4367,1917,1911,455,40815,2470,2581,3977,1562,6539,1882,1680,2617,5459,2724,2918,2087,2701,1831,3753,5254
2580,161,5956,1278,2150,1876,1393,2770,1680,1801,2000,2058,2599,3949,377,1222,2692,7254,1617,293,1674,2353,1573,5630,471,733,1200,2336,1961,1682,2700
2581,4018,2724,1569,31685,2572,1380,1485,4447,6155,62,6157,7004,1396,5507,3717,317,2424,3275,455,539,1777,2081,4369,8529,1779,3247,8984,2671,45720,7293
2599,2770,2890,1617,1673,4034,5902,1953,1172,1405,2997,1674,5060,1500,4641,235,6711,2580,2908,3608,2395,1278,922,1288,1265,903,8917,2336,1682,2160,1259
2605,1801,4344,4369,2539,1544,1805,44199,597,2826,2541,2273,2006,736,434,2724,1573,3617,780,2353,5872,1917,832,733,5574,2058,653,4018,1722,5219,7458
2617,4270,1917,736,1608,788,780,1485,1552,377,2167,586,158,7454,733,1544,1882,3623,1101,3977,6539,1580,380,2273,95,3793,4025,4369,2470,2706,1573
2628,5378,33493,6365,1210,4896,6934,3793,45499,1196,648,5349,1573,153,1722,1580,5459,3753,8644,4270,2640,5989,4963,1882,41566,1291,5872,3623,260,7458,40815
2640,2641,2420,1270,1291,5349,8636,1608,2000,1210,2011,1356,1580,2001,2,2012,592,161,1376,586,1374,2716,3793,377,1196,2006,6333,4701,2054,2617,1097
2641,2640,4321,2420,8636,1374,3039,1608,2947,1356,1372,3499,4489,5349,2001,1287,2268,2174,2080,329,4701,196,377,1092,1387,1911,2529,1270,6979,4007,5630
2657,1380,2174,5060,551,141,2396,1183,1258,2746,913,1641,3671,5618,4571,1206,4105,3988,541,1080,2997,593,3421,3535,2987,5991,1265,4816,1333,661,1094
2671,5377,539,4246,2424,1393,597,339,2797,357,6936,4022,454,457,1722,1569,4018,1777,5299,34,8970,2100,1961,11,2804,1079,349,110,6870,1022,1265
2683,1517,5481,1923,231,1580,1393,344,380,1073,19,1,10,2716,3114,1722,370,788,1265,4306,2706,3253,368,500,2001,586,480,784,1270,2000,6874
2692,2542,2858,4973,8873,3996,7090,2997,2329,2000,1278,1249,63082,40819,6539,2918,2571,3101,7323,1358,27660,1079,2580,6281,3869,1517,1089,51255,46578,5995,3681
2694,8528,6936,216,30825,2335,788,7325,3752,104,3617,3948,1777,4890,6188,4718,8360,1393,4701,3753,2949,2431,2273,8641,1876,34150,45186,3624,19,4734,653
2699,196,434,4002,1387,2406,1377,3527,1022,788,292,410,231,586,2706,2001,2985,145,1320,3798,2804,1407,4370,70,3948,594,344,5502,2710,784,377
2700,1517,370,2890,1405,2761,8917,3868,2683,25,1407,1079,1206,3785,661,37729,3033,1222,4226,2710,8783,1258,4239,2959,2336,2580,8464,2174,5481,2078,1391
2701,5459,1485,1580,3624,673,4701,3052,5349,355,3147,2273,158,48,7004,1882,316,185,7454,1552,786,5378,2628,788,180,1367,8361,3793,68319,420,2605
2706,4718,1923,377,788,3948,2273,3617,2470,1608,3785,4701,2617,1485,5810,597,145,3868,736,5349,2797,196,3623,7325,1101,434,1544,586,1393,2683,1722
2710,1258,1407,1219,2712,2890,3527,2762,32,2700,7361,5679,1997,2908,1193,2455,1206,454,1377,4105,5010,410,57368,457,1391,1673,1263,1073,2699,1625,2858
2712,1222,1092,3052,5528,2710,3176,924,1245,1645,2541,2908,1729,1258,1343,5945,5673,4370,7160,2997,34437,2858,1997,1206,1275,3535,2692,2232,2002,586,1027
2716,1270,1580,3793,2987,592,6333,1240,2174,2001,5349,2717,1370,2918,2000,2115,1265,500,2011,2054,589,586,1291,1,1393,364,2985,2470,2640,377,733
2717,2716,2011,586,2012,2003,158,1831,5349,786,6709,592,316,420,6333,3247,1544,2,7454,6365,455,2701,95,1552,1370,2431,5219,329,6979,180,2640
2722,4638,2617,44,5254,1690,2167,2455,1645,8361,3826,1676,410,2701,1129,1608,1717,1544,2539,1552,2490,3535,2916,2541,1200,1407,3798,1092,5872,4369,1644
2724,1569,4447,30825,2006,2605,4025,597,1485,2581,317,653,6155,4367,339,3948,3247,3988,5377,673,153,661,3969,539,2572,2353,1917,1380,520,1882,158
2746,500,3247,2657,2150,2987,2717,1376,1994,3033,2076,3869,2716,3409,3317,370,4148,2918,1201,3176,1779,474,16,3510,1225,551,3105,2174,4901,1210,1590
2761,76093,2890,2700,368,5225,36529,3174,16,47,750,6708,6936,4226,6863,4239,1278,3751,79091,2355,1288,6218,7325,2321,1079,34,44665,46976,2288,150,48780
2762,4993,2858,2571,5952,589,3994,3578,597,110,50,318,1307,480,47,7153,500,1240,4720,858,457,5445,593,1219,150,2028,1198,1721,736,2918,1259
2763,2353,1408,1674,3301,3082,339,3555,292,1610,349,3175,2987,5872,2406,474,2770,2490,1183,1234,10,63113,49272,2580,31685,1393,357,539,2671,553,1722
2770,2599,3254,3868,435,2580,3253,3869,1405,339,3608,2763,1801,1674,1485,1911,3020,1079,2539,45672,784,1393,2997,3175,1234,46970,370,1641,410,1278,2683
2791,3868,3785,4855,1215,2273,2947,3948,231,2706,4388,4085,370,1092,1288,2355,344,608,4034,2115,2985,1997,380,1923,586,750,2470,3033,2640,368,2150
2797,587,1393,1961,539,1610,356,349,440,1101,2804,4022,150,457,500,1674,597,1259,2949,1097,3114,3948,1307,1387,5377,2671,8970,2706,1722,1304,6936
2804,2797,1207,1,1358,1466,1307,1304,4022,539,2248,920,4306,8970,339,1393,1923,6936,953,919,1259,508,5377,594,3897,1961,231,8376,8528,2948,8958
2826,832,3826,2605,1801,1552,163,434,7454,2701,2541,1610,5903,3300,4299,53972,380,1805,786,442,2490,3489,4128,1587,60072,2278,2058,153,95,733,802
2858,2997,2762,1704,1617,296,7361,2692,1682,46578,1358,318,1259,50,2571,1193,4973,1784,2918,1263,1307,919,356,1206,2329,2959,778,500,592,2174,1089
2871,922,37733,1982,1358,1333,1263,1953,1387,1097,1252,1304,3006,1228,1090,1247,919,3499,1219,1673,30812,1208,2599,5060,1127,5630,5266,471,5989,2005,8783
2890,4034,2599,1722,2455,10,6863,368,36529,2761,1265,32,2700,161,4027,1356,4022,6502,1517,3868,1641,4776,1954,457,4979,3751,2716,8917,2683,48516,3608
2908,2336,1307,8873,1259,7160,2599,337,2324,50,5015,2005,1222,778,4235,3967,2712,2858,1080,2710,1407,410,39183,5902,2692,2396,508,2291,1345,8464,2248
2916,3527,442,1240,380,2539,21,3703,2987,2985,1485,1580,1544,6537,316,4855,2455,589,7004,196,2288,4007,2167,1320,1610,1270,466,1214,3702,1225,8972
2918,1259,2716,1968,1270,500,1079,4447,595,2174,1517,1961,2858,2000,1265,1197,4085,5349,480,1291,1307,223,377,1198,1358,2268,1059,1380,1580,2355,2144
2947,2949,2948,10,3082,5872,1722,4085,3948,457,1953,1923,2641,1374,1032,4855,1073,3527,3703,7325,2150,2640,3256,2791,2078,6979,1207,8360,1610,596,6218
2948,2949,2947,10,3082,1722,5872,1372,49272,1374,4022,920,6936,8528,2797,1207,594,349,454,5377,434,2353,8360,2804,457,8970,63113,2018,4855,2273,539
2949,2948,2947,3082,1722,10,1207,953,49272,1374,8528,5872,920,2797,2078,594,539,1073,2353,454,63113,1032,596,4027,2018,6936,1035,1375,11,5377,150
2951,3681,1201,61240,1249,1291,1304,7323,59315,3101,589,1196,31410,1276,1466,4855,82459,8958,1234,1175,1953,1240,7090,1247,919,4262,1358,6867,7438,1221,111
2953,586,3247,7004,1367,673,455,1882,2054,158,786,1717,2161,736,355,4299,1644,2,4638,420,1562,317,1544,2087,3300,4321,161,520,5816,2011,2167
2959,1258,4011,1089,2571,296,778,1704,8784,2997,4226,7438,2858,32,223,2329,1206,47,36529,7090,6874,4979,2502,1079,44195,2542,2700,7361,44191,5989,8638
2968,1199,1967,435,2105,1653,2100,1175,4571,1129,2987,924,2716,1394,1259,1953,1371,1285,3702,1391,4105,1747,2161,2085,520,2294,1645,38038,541,745,1266
2985,2455,3527,1676,442,2529,1240,2716,3868,2011,3703,2916,1587,2001,589,2003,37729,2000,1270,32587,370,2791,2470,1377,586,3081,485,37733,2005,3702,2987
2987,2716,592,1580,1270,3793,485,2916,2054,2174,367,410,500,457,2797,1291,2012,435,1265,141,2003,377,608,1485,2420,196,480,1036,292,786,1394
2997,2858,32,7361,1208,778,1206,2959,1617,1089,2692,2174,1391,1079,1193,1222,5902,1080,1732,2599,1704,1175,6,55118,223,1136,1784,1242,296,2396,111
3000,5618,6350,31658,37729,741,1274,53000,3751,48774,3252,30793,8641,1261,5971,2160,8981,46970,1682,49530,903,661,8464,8983,66097,5810,3869,4007,1293,4034,7147
3006,6,31410,1242,5954,1175,55118,1060,4995,44199,1079,5388,508,3681,920,111,7323,1234,3949,1617,741,300,3471,7090,5903,5464,8958,1090,3481,6377,72011
3020,2278,6708,1215,293,608,3301,288,1590,16,4881,1339,1222,4262,8641,1747,3081,4973,1961,4128,2124,3168,1206,3186,1258,51255,1732,3176,1090,1089,592
3033,1027,520,2003,1517,3868,2115,1485,4901,1210,6936,292,104,2716,788,2,2005,2683,3948,3785,165,3809,434,3489,349,3256,33493,19,3793,1967,370
3039,4085,1278,3386,2641,4489,1587,6979,1994,4734,1092,2100,3101,2273,913,3499,1962,2406,4002,1339,1674,6537,3421,196,587,3052,553,457,2640,2000,2716
3052,2701,1639,2174,520,2712,4571,1527,2539,1876,1580,3033,4734,104,485,2716,27831,733,3039,153,780,2987,3863,5991,2396,223,1747,3247,2124,5459,786
3081,4720,1690,3863,1339,5679,1997,3527,1377,253,4848,3300,37729,1645,661,2167,4776,4370,1274,2291,6754,592,2529,3210,2985,1320,1214,5013,3535,56757,16
3082,1722,5872,10,2948,2949,2947,1372,1374,1610,45499,63113,3623,2353,2006,4701,1375,1356,1370,434,454,648,2001,1343,2000,1291,5378,1580,5299,1608,2628
3101,1961,1962,1674,3681,1358,1247,508,2268,1617,1304,1242,1307,1968,1101,555,1278,4262,1343,1193,1092,1911,1784,4321,2951,3703,1249,3256,380,1597,2797
3105,8529,3252,3386,1801,4874,4007,2268,508,150,1271,590,587,1219,539,6708,62,1307,3988,4361,1994,500,1097,1466,2746,1680,2427,110,6807,3101,440
3108,2501,3535,1245,3317,300,4873,1394,1641,3186,3624,141,3481,216,235,4105,2124,4007,1784,1682,3148,4128,778,3608,1953,913,3911,1278,5992,3020,2427
3114,1,2355,6377,4886,4306,457,1393,2081,8961,8360,595,919,594,1022,596,364,5349,1097,8636,2078,78499,788,2797,34,2683,1148,150,3751,2018,1207
3147,1961,1485,500,16,1917,1580,318,733,2701,4995,2028,788,4855,2278,293,5989,786,593,1036,4720,736,2329,1610,196,434,6373,356,2353,7454,1704
3148,6787,3363,1262,2490,4223,4128,1242,33166,8958,216,1653,1246,8949,300,3186,36517,508,2501,4973,34162,1225,5266,349,4239,2761,1961,1784,1278,8873,5464
3160,2395,4641,1276,1222,3949,2021,6863,4878,4235,1258,288,1230,1673,5902,3481,8949,3006,36517,5617,1199,55118,235,1784,46723,56782,5673,81591,4848,2278,68237
3168,1233,2076,27831,5902,4641,3363,3020,1129,11,2021,2949,1884,223,2871,1266,520,1235,1225,1982,4855,924,49272,4105,38061,2529,1617,1587,1345,1222,1953
3174,5673,750,2023,7361,4979,4881,16,1682,4105,8783,1278,36529,2761,7004,235,8622,36,1059,32,2288,3608,368,1246,1206,1673,6016,8798,2890,1617,3949
3175,1376,1580,1356,2355,410,3082,34,1197,1372,2150,1396,1374,2321,2716,595,2470,1207,3751,2763,10,745,2947,1375,1028,316,4246,1391,2087,1485,6947
3176,368,784,2278,5528,1645,440,223,47,1343,2712,35836,4002,2231,2174,7445,1617,1641,1246,30812,5445,454,3020,608,3160,380,5956,1079,6708,2,1779
3186,4641,3108,3020,46723,8784,1204,3148,3363,2231,1298,6863,3160,1183,3969,300,1233,1641,36517,5013,5388,1408,3556,2278,1266,2541,6754,3176,3147,4995,40278
3210,3421,4002,3703,4027,3081,4489,55765,3101,6188,377,3535,2706,3253,31696,1259,3039,7325,2144,34162,5010,40629,4034,2000,1097,8528,35836,3363,3671,11,4085
3247,455,2953,586,2150,1831,355,3911,4025,1367,158,7004,4321,2717,500,141,2724,2321,4002,1380,2470,2746,420,1882,673,2054,3255,185,4447,4734,2
3252,2268,31658,4007,1027,1784,597,832,37729,2539,2605,356,353,4239,4018,3256,2470,2023,1645,3105,161,1805,1092,44199,1298,1223,3301,3408,1962,3101,3000
3253,3254,1517,4571,2683,3868,410,3608,435,1358,231,2174,1259,2770,7004,3499,442,551,4105,44195,1680,2124,5481,485,784,1265,2791,34437,62,2797,2918
3254,3253,3868,5481,2770,3608,2683,786,1517,7004,673,2407,4890,4571,485,1641,1680,2700,435,784,2470,208,1405,173,410,3624,3052,370,3869,2124,3994
3255,6979,1242,3448,2407,1962,1088,1271,2144,4085,4489,2420,1907,2194,733,349,1500,2321,1653,1552,4014,1259,1380,2268,3510,3499,440,1302,802,3247,6863
3256,349,2273,1722,1370,832,1396,1027,161,7004,45186,4701,3671,2947,1608,3101,474,1911,1101,4344,1573,3252,1597,5010,185,2058,2115,4223,1801,53996,4085
3275,1249,4239,4011,4223,4148,63082,44665,2542,733,5378,53996,51662,3623,73017,6539,1358,6867,3717,3681,1562,61240,8784,2692,1597,2329,5574,2701,5903,68954,1259
3300,1527,2167,5254,4369,6754,5219,3081,353,4270,1690,208,4855,1676,5010,8371,7360,6541,4720,3527,1882,1377,8361,7373,2701,2826,442,2232,8807,4638,3556
3301,2542,4018,3020,2087,5010,3948,2278,2763,2353,2058,2701,2490,4344,3252,1396,4776,1580,5989,4262,733,6016,539,4701,19,5459,832,95,3082,2100,4874
3317,8368,5992,3911,3108,4034,1245,2501,3535,2890,4027,40815,1235,4007,2321,1682,1258,300,4979,508,4886,1500,8949,30793,778,3869,8784,2427,6711,1259,3481
3362,922,1230,3949,1466,1228,1953,48516,55290,7090,4007,3535,2890,1208,4262,111,64839,1206,2700,3868,4002,41285,1258,2502,5954,4239,350,2871,48385,2003,1921
3363,4641,899,2406,3148,4361,1304,594,1953,5013,3471,1617,3448,2797,3168,3809,1219,2804,6373,3702,1225,4007,2028,1262,8949,6863,150,300,1961,1266,1233
3386,3039,2455,4007,4148,1343,1302,2023,1994,3499,1962,3105,1092,2641,2427,3101,1027,2640,508,4321,5528,7004,2003,1573,1587,1961,36,30812,3489,4128,1278
3408,440,500,4310,4246,597,1704,34319,5989,5299,832,357,6155,4447,3994,2539,380,539,5995,3977,1784,4025,736,1610,6377,5991,10,1917,5810,4014,2268
3409,5219,2431,2003,1644,1717,4270,2273,2167,1690,1407,4369,3785,1552,1347,3698,4367,5010,6957,1544,6754,736,145,8810,2054,2378,1573,95,1831,1320,1917
3418,1962,3448,1961,2144,4308,3969,1088,1307,2291,508,141,1293,2470,2336,2406,173,2987,2100,1721,2396,1090,4370,3869,1270,6539,11,4886,1653,587,1259
3421,3671,3210,1962,3552,1805,1673,3868,4085,5010,2918,4489,1994,3039,553,1220,6188,349,1500,4890,3101,3499,1206,2502,1090,3448,1345,2378,1923,3033,3081
3448,1090,1610,4901,1962,3418,368,3255,2268,1079,6979,2470,1704,553,350,1961,2000,2001,508,1396,2455,6863,2406,1242,1101,1784,3408,474,457,357,349
3471,904,1387,1961,1617,1265,508,3006,1302,6787,1097,3363,1304,920,61240,1234,8784,6867,3897,2021,1953,1610,1276,33004,6377,1259,37741,2797,8873,337,55118
3481,1784,2278,300,4979,2231,5528,1059,3006,924,44199,3160,41285,8949,6936,2395,1682,235,39292,1961,1704,6385,3535,4878,1247,2997,1732,141,1617,1242,1060
3489,2124,2,7454,5064,1027,2420,8361,500,34319,6541,153,2006,1644,3033,1911,1801,673,2078,8529,485,1747,34150,2640,4128,2826,44191,3793,74789,3988,8958
3499,4571,2641,1673,1073,2797,300,1345,471,1302,3039,3255,1393,3386,8376,349,1245,40278,3253,25,2640,1358,1225,2949,1962,5630,235,2599,1994,2871,292
3510,6863,6378,2144,802,440,1962,2407,4489,5989,292,31685,8783,1584,2268,3994,8798,6333,3255,2490,4321,6155,1287,49278,1396,4148,5388,4963,3408,587,500
3527,1036,1200,1214,1240,434,2916,2985,2167,2470,2490,3703,1587,442,2288,1690,2455,4855,592,589,832,165,1610,2028,2115,2947,480,3702,457,196,3081
3535,3949,40278,5954,3108,4641,2231,4007,4239,7162,2541,3608,3081,3556,3317,1265,1258,8529,1129,3481,1673,3362,2916,34437,288,3210,2502,31696,32587,3006,661
3552,3421,4085,553,6188,802,4489,2706,2100,317,3948,4855,4321,5378,1923,2167,16,349,30825,1377,2470,344,2724,1954,368,2150,1569,2406,19,1610,3039
3555,161,4321,3753,454,2268,2420,2353,474,832,2278,786,4310,4148,1396,5010,47610,1245,2431,736,300,2058,317,2763,1610,6979,4701,1608,455,1101,2641
3556,7162,3535,3300,1625,2542,7160,5954,2395,3863,288,3949,2294,6953,1380,37741,4128,1059,2724,57669,3160,81591,4979,1466,172,32587,349,3186,2581,48043,1298
3578,7153,2028,1036,3753,5349,6539,4022,4963,5952,33794,110,1721,4995,4993,2762,6365,5445,1291,2000,5989,780,480,2571,4262,1580,500,4306,59315,2617,1608
3608,1028,1029,1982,3253,3254,1367,3535,1148,2890,2018,34,1022,2599,435,4002,1641,2770,39292,2085,1259,1265,3174,3755,141,410,1247,922,235,2455,2076
3617,4718,6373,1801,2335,4344,2706,6188,3785,2378,1485,104,2605,5219,3948,5254,4701,7454,4890,4015,30825,5872,172,2694,3868,196,6957,216,46970,2273,2003
